date,value
1995-02-17,0.4613907018498547
1995-02-21,0.4609605300631044
1995-02-22,0.4612809404561058
1995-02-23,0.4609704298476613
1995-02-24,0.4614708970979197
1995-02-27,0.4609506637256412
1995-02-28,0.4610305405669018
1995-03-01,0.4611104751463801
1995-03-02,0.4616895595836176
1995-03-03,0.4613989024617989
1995-03-06,0.4615078693649416
1995-03-07,0.4607720010469609
1995-03-08,0.4605123701284817
1995-03-09,0.4604418360054887
1995-03-10,0.4604816491716917
1995-03-13,0.4607113789500006
1995-03-14,0.4614894422989077
1995-03-15,0.4609408306660418
1995-03-16,0.4614787097229189
1995-03-17,0.4613296083997366
1995-03-20,0.4599733710998752
1995-03-21,0.4600213528629899
1995-03-22,0.4602914508747777
1995-03-23,0.4599336755855001
1995-03-24,0.4604726113707686
1995-03-27,0.4562364004381589
1995-03-28,0.4562344683665234
1995-03-29,0.4563924670130173
1995-03-30,0.4571920317390686
1995-03-31,0.458181275892575
1995-04-03,0.4578143063235934
1995-04-04,0.4580101155562783
1995-04-05,0.4580401964312408
1995-04-06,0.4583096010532617
1995-04-07,0.4579553641080348
1995-04-10,0.4585096004516861
1995-04-11,0.4587038206986442
1995-04-12,0.4589646910051239
1995-04-13,0.4596302361013931
1995-04-17,0.459317512041434
1995-04-18,0.4599108852922701
1995-04-19,0.4594302095488911
1995-04-20,0.4593902478413342
1995-04-21,0.4597984995399394
1995-04-24,0.4603041931687001
1995-04-25,0.462207317809151
1995-04-26,0.4625743907680642
1995-04-27,0.4624687397000748
1995-04-28,0.4645242537376277
1995-05-01,0.4657167508892147
1995-05-02,0.4673163148955976
1995-05-03,0.4666614240221302
1995-05-04,0.4665798295644826
1995-05-05,0.4667413759067768
1995-05-08,0.4666185272581668
1995-05-09,0.4658979888875503
1995-05-10,0.4659388586941683
1995-05-11,0.4660801057492202
1995-05-12,0.4668630397924685
1995-05-15,0.4670904719774688
1995-05-16,0.4664982941843972
1995-05-17,0.4664575486266069
1995-05-18,0.4665798295644826
1995-05-19,0.4665991457910303
1995-05-22,0.4670285446353475
1995-05-23,0.4671107273611953
1995-05-24,0.4669464217544016
1995-05-25,0.466637974297054
1995-05-26,0.4671107273611953
1995-05-30,0.4668643586471969
1995-05-31,0.4672341138151094
1995-06-01,0.4672752726328232
1995-06-02,0.4671315126394376
1995-06-05,0.4670293320450438
1995-06-06,0.4680116041362603
1995-06-07,0.4682549935821775
1995-06-08,0.4688025377103145
1995-06-09,0.4678032259669191
1995-06-12,0.4674786819300885
1995-06-13,0.4676824582325994
1995-06-14,0.4677021793245873
1995-06-15,0.4673157969191808
1995-06-16,0.4670735051233566
1995-06-19,0.4667112308170745
1995-06-20,0.4680000619941477
1995-06-21,0.4677982649322161
1995-06-22,0.4675771757515742
1995-06-23,0.468040464644169
1995-06-26,0.4684232080226422
1995-06-27,0.4683236877670962
1995-06-28,0.4684858481736528
1995-06-29,0.4684047389539464
1995-06-30,0.4682426945453151
1995-07-03,0.4692592931750434
1995-07-05,0.4693410158599739
1995-07-06,0.4688744279437177
1995-07-07,0.4679854315221899
1995-07-10,0.468597708050068
1995-07-11,0.4685198210993149
1995-07-12,0.4684414944166133
1995-07-13,0.4679316420130566
1995-07-14,0.4685690809219864
1995-07-17,0.4681979091864924
1995-07-18,0.4684039655366314
1995-07-19,0.4722758375675836
1995-07-20,0.4708778016780827
1995-07-21,0.4707109875644553
1995-07-24,0.4700528116791617
1995-07-25,0.470404630660478
1995-07-26,0.4716120673261794
1995-07-27,0.4709003976512459
1995-07-28,0.4710232472996128
1995-07-31,0.4702409883090704
1995-08-01,0.4705942308887794
1995-08-02,0.4695455800624828
1995-08-03,0.4691193246715499
1995-08-04,0.4696275089213446
1995-08-07,0.4705942308887794
1995-08-08,0.4706247526875839
1995-08-09,0.4711196887748003
1995-08-10,0.4702067364985948
1995-08-11,0.4691193879226233
1995-08-14,0.4696791240551256
1995-08-15,0.4688771419093459
1995-08-16,0.4681964387033807
1995-08-17,0.4675557055196573
1995-08-18,0.4665949965607296
1995-08-21,0.4653133695970554
1995-08-22,0.4638617981775993
1995-08-23,0.4637464163681098
1995-08-24,0.4625592491970937
1995-08-25,0.4624530569453493
1995-08-28,0.4611782769506018
1995-08-29,0.4607342198309694
1995-08-30,0.4610999095153194
1995-08-31,0.4610305405669018
1995-09-01,0.4613380766744518
1995-09-05,0.4620208059577422
1995-09-06,0.4626339970529411
1995-09-07,0.4620374177726604
1995-09-08,0.461839268419573
1995-09-11,0.4617426382846911
1995-09-12,0.4613380766744518
1995-09-13,0.4615659265542929
1995-09-14,0.4609511856091924
1995-09-15,0.460304985687566
1995-09-18,0.4664827763354315
1995-09-19,0.4663220050153705
1995-09-20,0.465483427205701
1995-09-21,0.4645772826177298
1995-09-22,0.4642278864479485
1995-09-25,0.4643618718634997
1995-09-26,0.4652276339194423
1995-09-27,0.4642918961731437
1995-09-28,0.4653240924282535
1995-09-29,0.465443806231418
1995-10-02,0.4656036235858271
1995-10-03,0.4656036235858271
1995-10-04,0.4654837392373978
1995-10-05,0.4657860276467529
1995-10-06,0.4657460501284269
1995-10-09,0.465158045491484
1995-10-10,0.470706693217863
1995-10-11,0.4709714271189454
1995-10-12,0.4707424832961872
1995-10-13,0.4709282641980115
1995-10-16,0.4703772992098105
1995-10-17,0.4701215758133363
1995-10-18,0.4692901814256635
1995-10-19,0.4694896625519352
1995-10-20,0.4701705273642592
1995-10-23,0.4707236365940705
1995-10-24,0.4700015443753407
1995-10-25,0.4698656493748935
1995-10-26,0.469809562147961
1995-10-27,0.4697772378587581
1995-10-30,0.4705023274662711
1995-10-31,0.4701481028865704
1995-11-01,0.4693725747828705
1995-11-02,0.4693556514347439
1995-11-03,0.4684965413169401
1995-11-06,0.4688998422459231
1995-11-07,0.4681213132491316
1995-11-08,0.4670529990621837
1995-11-09,0.4679040443158673
1995-11-10,0.46800694344502
1995-11-13,0.4677836780946477
1995-11-14,0.4677232576289502
1995-11-15,0.4684787984652649
1995-11-16,0.4681949729000811
1995-11-17,0.4720723618118636
1995-11-20,0.4717207707885088
1995-11-21,0.4720872772932748
1995-11-22,0.4721560657361087
1995-11-24,0.472606572387883
1995-11-27,0.4729470414257915
1995-11-28,0.473586689968393
1995-11-29,0.4739372536909111
1995-11-30,0.4739474605219782
1995-12-01,0.4709431968154141
1995-12-04,0.4726838749192264
1995-12-05,0.473122984210387
1995-12-06,0.4736064443429413
1995-12-07,0.474030646499626
1995-12-08,0.4736891359131306
1995-12-11,0.4736064443429413
1995-12-12,0.4732874824261043
1995-12-13,0.4723480572606323
1995-12-14,0.4726765735770175
1995-12-15,0.4724998289754743
1995-12-18,0.4759119779706143
1995-12-19,0.4757752887290439
1995-12-20,0.4752956823944606
1995-12-21,0.4756150626233716
1995-12-22,0.4754999697468854
1995-12-26,0.4740786200544454
1995-12-27,0.4744856840785672
1995-12-28,0.4748299940392527
1995-12-29,0.474585582443403
1996-01-02,0.4743823002623044
1996-01-03,0.4743416867254268
1996-01-04,0.4743416867254268
1996-01-05,0.4743823002623044
1996-01-08,0.4744229280880169
1996-01-09,0.4743322002043706
1996-01-10,0.4772340688859048
1996-01-11,0.4772289006883549
1996-01-12,0.4775457188538343
1996-01-15,0.4773342909609551
1996-01-16,0.4766665749677219
1996-01-17,0.4762777628240697
1996-01-18,0.4751416703443204
1996-01-19,0.4743887110785281
1996-01-22,0.4742582848102971
1996-01-23,0.4755059147709836
1996-01-24,0.4752225146056119
1996-01-25,0.4757162113790706
1996-01-26,0.4768396323191203
1996-01-29,0.4760688048421178
1996-01-30,0.4761160776120222
1996-01-31,0.4752950864622024
1996-02-01,0.474965285575971
1996-02-02,0.476223980461613
1996-02-05,0.4761429112178289
1996-02-06,0.476365161793164
1996-02-07,0.476862759563133
1996-02-08,0.4770598463166777
1996-02-09,0.4775529040125437
1996-02-12,0.4787520396740614
1996-02-13,0.4777249607664502
1996-02-14,0.4776843084607369
1996-02-15,0.4781808362571266
1996-02-16,0.477495796808355
1996-02-20,0.4774861188023048
1996-02-21,0.4776436703118461
1996-02-22,0.478050689824401
1996-02-23,0.478050689824401
1996-02-26,0.478050689824401
1996-02-27,0.4776797205225261
1996-02-28,0.4774406916386232
1996-02-29,0.4780181464872456
1996-03-01,0.4775719147225283
1996-03-04,0.4779410942445108
1996-03-05,0.4778643139992368
1996-03-06,0.4771380471631593
1996-03-07,0.4770978313645275
1996-03-08,0.4840426625310812
1996-03-11,0.4838492848477552
1996-03-12,0.4832177535694651
1996-03-13,0.4836628084973207
1996-03-14,0.4842630475851079
1996-03-15,0.48369173426194
1996-03-18,0.4838574489329965
1996-03-19,0.4836628084973207
1996-03-20,0.4841502302728423
1996-03-21,0.4839553791605892
1996-03-22,0.4836336511277926
1996-03-25,0.4834781665080053
1996-03-26,0.4829202607891819
1996-03-27,0.4831652269822006
1996-03-28,0.4827979670962765
1996-03-29,0.4842093353732131
1996-04-01,0.4844963049916639
1996-04-02,0.4849727360290173
1996-04-03,0.4845221509758498
1996-04-04,0.4842770930122961
1996-04-08,0.4844404089903524
1996-04-09,0.4846039490424361
1996-04-10,0.4843226666106549
1996-04-11,0.483914639299176
1996-04-12,0.4842047170322316
1996-04-15,0.4837677765133918
1996-04-16,0.4848361474444632
1996-04-17,0.4848361474444632
1996-04-18,0.4851608176156819
1996-04-19,0.4843055386175116
1996-04-22,0.4847894152292561
1996-04-23,0.4851429352744014
1996-04-24,0.4852132007873745
1996-04-25,0.4857279978114457
1996-04-26,0.485113462496112
1996-04-29,0.4856736354022617
1996-04-30,0.4866694525728201
1996-05-01,0.4847356114584089
1996-05-02,0.4847108068221763
1996-05-03,0.4851252023538814
1996-05-06,0.4859476188059843
1996-05-07,0.4854250280105434
1996-05-08,0.486202869992447
1996-05-09,0.4862932726947516
1996-05-10,0.4863762918316924
1996-05-13,0.4864100845672651
1996-05-14,0.4859133702054767
1996-05-15,0.4861127824897776
1996-05-16,0.4862781741608978
1996-05-17,0.4859546845050336
1996-05-20,0.4864852351385804
1996-05-21,0.4868421727358905
1996-05-22,0.4864696295527557
1996-05-23,0.4861321490042927
1996-05-24,0.4859265397015537
1996-05-28,0.4861806715068387
1996-05-29,0.4864283071745148
1996-05-30,0.4865936821619207
1996-05-31,0.4866764552100763
1996-06-03,0.4863869990286972
1996-06-04,0.486221908610132
1996-06-05,0.4857279978114457
1996-06-06,0.4849317033751623
1996-06-07,0.4854790418289956
1996-06-10,0.486017507274428
1996-06-11,0.4859760007556528
1996-06-12,0.4849841396280561
1996-06-13,0.484901854914512
1996-06-14,0.484901854914512
1996-06-17,0.4844503004997894
1996-06-18,0.484470250190062
1996-06-19,0.483469686381307
1996-06-20,0.4833115671090524
1996-06-21,0.4822948063532419
1996-06-24,0.4831401134561731
1996-06-25,0.4835080062415986
1996-06-26,0.4838372887653222
1996-06-27,0.4841683960808233
1996-06-28,0.4846039490424361
1996-07-01,0.4896043888719951
1996-07-02,0.4897511673362845
1996-07-03,0.4888356387660614
1996-07-05,0.4879124540810811
1996-07-08,0.4884576633268527
1996-07-09,0.4884372440995588
1996-07-10,0.4884062753390614
1996-07-11,0.4879393579239854
1996-07-12,0.4920524407773488
1996-07-15,0.4918504036683715
1996-07-16,0.4988604331023927
1996-07-17,0.498849541612874
1996-07-18,0.5022051800859826
1996-07-19,0.5050713037345984
1996-07-22,0.5058238141262666
1996-07-23,0.5053598233887655
1996-07-24,0.508696217761874
1996-07-25,0.5089605638014251
1996-07-26,0.5086684810104783
1996-07-29,0.5087813502758778
1996-07-30,0.5088945654172815
1996-07-31,0.5089737503691373
1996-08-01,0.5091769822289903
